ticker,beta_3,atr_3,sma20_percent_3,sma50_percent_3,sma200_percent_3,high_52w_percent_3,low_52w_percent_3,rsi_3,price_3,change_percent_3,from_open_percent_3,gap_3,volume_3,beta_2,atr_2,sma20_percent_2,sma50_percent_2,sma200_percent_2,high_52w_percent_2,low_52w_percent_2,rsi_2,price_2,change_percent_2,from_open_percent_2,gap_2,volume_2,beta_1,atr_1,sma20_percent_1,sma50_percent_1,sma200_percent_1,high_52w_percent_1,low_52w_percent_1,rsi_1,price_1,change_percent_1,from_open_percent_1,gap_1,volume_1
ZBAI,-0.42,0.13,20.95,15.95,1.6,-41.16,51.34,58.13,0.88,10.2,13.14,-2.6,89947,-0.46,0.13,11.39,5.13,-7.86,-46.61,37.33,57.07,0.8,-13.96,-13.96,0,103977,-0.45,0.12,31.06,21.71,7.02,-37.94,59.62,63.7,0.93,12.16,12.16,0,199645
ASST,6.93,0.11,-2.6,-31.29,-70.21,-89.29,39.04,44.49,0.47,-10.23,-6.84,-3.64,821086,7.06,0.11,8.07,-24.9,-67.05,-88.07,54.9,47.99,0.52,16.42,15.06,1.19,1377453,7.03,0.11,-7.42,-36.35,-71.9,-89.75,33.04,40.84,0.45,13.24,8.95,3.94,726239
HOUR,1.15,0.59,58.48,76.94,122.35,-59.13,239.76,60.79,2.82,-21.23,-25.2,5.31,972009,1.11,0.57,108.76,128.52,183.95,-48.12,331.33,72.56,3.58,-18.64,-5.79,-13.64,5697264,1.3,0.5,181.27,192.44,253.5,100.17,430.12,86.54,4.4,207.69,120,39.86,97507851
NKGN,0.66,0.11,31.31,70.87,-25.68,-82.43,252.07,63.32,0.71,-18.4,-20.74,2.96,1025910,0.68,0.09,66.13,113.87,-9.52,-78.47,331.44,80.86,0.87,11.12,9.26,1.7,1030074,0.64,0.08,56.01,98.54,-18.94,-80.63,288.25,78.41,0.79,22.37,17.4,4.23,603994
AMBO,0.7,0.45,91.96,105.63,127.44,-44.93,247,80.5,3.47,54.91,8.78,42.41,6698835,0.71,0.23,29.28,35.41,47.7,-64.45,124,66.54,2.24,28,34.13,-4.57,167228,0.73,0.2,2.51,6.17,15.65,-72.23,75,52.87,1.75,19.05,19.05,0,237741
ATOM,1.51,1.04,75.17,132.03,214.54,11.49,517.75,89.1,14.27,13.43,5.7,7.31,1969878,1.54,0.97,62.85,111.89,179.77,19.81,444.59,86.4,12.58,23.09,23.09,0,1753252,1.52,0.81,37.79,77.45,128.8,7.58,342.42,80.94,10.22,10.37,10.73,-0.32,698506
FTCI,1.53,0.63,56.6,19.97,22.42,-34.55,201.48,69.41,5.3,26.19,25.89,0.24,693364,1.55,0.5,27.93,-4.95,-2.93,-48.14,138.91,58.94,4.2,17.65,17.65,0,274600,1.56,0.48,9.72,-19.55,-17.53,-55.92,103.07,49.96,3.57,13.69,12.26,1.27,119426
IDAI,0.32,0.12,47.57,115.58,45.14,-71.6,376.19,67.23,0.71,31.48,-12.44,50.17,46629669,0.33,0.11,10.74,69.23,10.08,-78.4,262.17,59.62,0.54,21.16,10.2,9.94,8378779,0.39,0.1,-6.69,42.99,-9.62,-82.17,198.93,52.63,0.45,20.13,9.37,9.84,3742597
OMEX,0.14,0.09,46.02,35.74,-78.57,-88.74,107.13,63.66,0.63,30.61,1.1,29.2,7052369,0.15,0.08,15.14,4.1,-83.69,-91.38,58.58,53.88,0.48,18.73,17.2,1.31,15105029,0.17,0.07,-1.81,-12.72,-86.35,-92.74,33.56,47.56,0.4,16.16,8.21,7.35,1470088
PDYN,4.25,1.53,144.14,242.43,434.73,32.84,2514.39,80.86,11.77,61.45,37.82,17.15,72152431,4.29,1.13,62.04,124.51,239.11,-8.07,1519.28,70.22,7.29,47.57,7.36,37.45,71143068,4.34,0.91,9.94,56.98,132.96,-37.7,997.29,59,4.94,37.6,32.8,3.62,10234202
ABP,-0.6,0.98,6.29,-62.34,-77.69,-83.62,124.21,42.52,2.13,-52.56,-47.79,-9.13,2149867,-0.45,0.86,120.91,-23.04,-53.17,-65.46,372.63,63,4.49,49.17,32.45,12.62,2031811,-0.42,0.76,54.99,-49.56,-68.7,-76.85,216.84,48.58,3.01,24.38,23.36,0.83,517674
COEP,-0.89,0.04,-14.5,-20.31,-38.07,-81.13,18.23,44,0.16,-14.93,-3.12,-12.18,5413725,-0.91,0.04,-0.73,-6.75,-27.52,-77.92,38.98,49.91,0.18,-13.65,17.47,-26.49,15766451,-0.87,0.04,14.53,7.81,-16.41,-75.75,60.95,57.49,0.21,48.59,-29.67,111.27,204573178
LIDR,2.74,0.21,39.34,48.1,13.11,-67.18,116.67,62.58,1.69,-17.16,-0.59,-16.67,10163391,2.91,0.19,72.18,80.45,36.77,-60.39,161.54,76.15,2.04,59.38,13.97,39.84,21910018,2.93,0.15,12.64,14.99,-13.91,-75.15,64.1,57.61,1.28,13.27,11.3,1.77,1243804
AILE,0.33,0.2,-24.3,-43.94,-86.34,-96.46,370.39,42.25,0.71,19.18,15.9,2.83,38237706,0.3,0.2,-38.7,-53.59,-88.65,-97.03,294.68,38.16,0.59,267.31,79.7,104.4,562475042,0.29,0.17,-83.97,-87.55,-96.94,-99.19,7.45,17.51,0.16,-21.6,-26.59,6.8,9249745
ARTW,0.35,0.26,107.77,114.23,105.23,41.18,170.68,92.32,3.6,47.54,7.78,36.89,4361492,0.4,0.15,49.01,48.7,39.77,3,83.46,84.34,2.44,22.61,15.64,6.03,864102,0.42,0.12,24.5,22.52,14.17,-16,49.62,74.97,1.99,32.76,31.79,0.73,964813
ERNA,4.33,0.06,-6.4,-56.98,-81.69,-89.37,26.13,32.63,0.28,10.28,-0.29,10.59,1400525,4.3,0.06,-17.16,-61.92,-83.5,-90.36,14.38,27.67,0.25,-10.63,-12.76,2.44,325647,4.3,0.06,-10.05,-58.46,-81.67,-89.22,27.98,30.05,0.28,13.69,13.69,0,604599
FEAM,1.74,0.11,106.7,106.02,8.74,-59.68,162.81,85.79,5,51.52,47.04,3.05,1876497,1.87,0.08,44.61,38.11,-28.34,-73.39,73.46,73.6,5,34.69,34.69,0,714274,1.88,0.07,9.76,2.66,-47.01,-80.24,28.78,56.11,5,12.62,-0.61,13.31,427601
INTZ,0.02,0.55,582.21,654.06,318.26,5.26,1509.07,96.4,5.68,162.96,27.93,105.56,132376973,0.43,0.19,274.62,230.81,60.09,-59.97,511.9,89.78,2.16,380,5.37,355.56,187715336,0.43,0.06,-9.47,-27.83,-66.88,-91.66,27.48,39.57,0.45,21.62,18.42,2.7,3517284
INUV,1.11,0.05,50.72,94,94.46,0.16,200.47,79.62,0.57,16.51,11.92,4.1,5138041,1.17,0.05,34.18,70.28,67.28,-14.03,157.89,73.95,0.49,12.64,8.89,3.45,2855549,1.18,0.05,22.99,53.7,48.59,-23.68,128.95,68.39,0.44,10.46,9.88,0.53,1214761
LODE,1.82,0.09,99.62,113.84,187.34,7.35,601.67,81.67,0.88,27.22,2.4,24.24,52213831,1.9,0.07,66.61,71.4,127.65,-3.74,451.55,75.34,0.69,23.06,1.05,21.78,47750429,1.93,0.06,41.09,40.91,85.9,-21.78,348.21,68.37,0.56,33.33,24.39,7.18,16764954
MDAI,0.55,0.31,43.39,81.61,82.36,-18.02,270.19,77.26,3.05,10.91,0,10.91,5082151,0.62,0.29,32.82,67.32,64.74,-26.09,233.78,73.39,2.75,13.17,6.18,6.58,4967218,0.64,0.27,21.14,50.52,45.85,-34.69,194.94,68.01,2.43,19.7,18.54,0.99,2309245
MRNS,1.16,0.05,80.58,22.88,-72.4,-95.33,138.92,70.76,0.53,41.65,1.17,40.01,26877933,1.19,0.04,32.05,-17.91,-80.93,-96.7,68.66,55.61,0.37,15.06,19.81,-3.97,2617106,1.2,0.04,15.73,-32.89,-83.81,-97.13,46.59,47.7,0.32,25.51,24.15,1.09,2690348
REKR,1.81,0.16,99.71,84.82,28.24,-52.55,137.76,85.74,1.86,43.08,-3.12,47.69,73038357,1.85,0.1,46.58,31.08,-10.44,-66.84,66.18,74.8,1.3,27.45,4,22.55,16813894,1.86,0.08,17.25,3.14,-29.93,-73.98,30.38,60.86,1.02,14.61,12.09,2.25,5927162
STEM,1.52,0.08,91.34,81.08,-20.99,-81.83,147.08,80.84,0.75,25.87,-5.27,32.86,66347037,1.64,0.06,59.27,45.09,-37.57,-85.74,96.3,74.06,0.59,44.18,31.69,9.48,44829183,1.66,0.05,13.03,0.52,-56.99,-90.36,36.15,57.5,0.41,27.32,24.97,1.88,11490706
UAVS,4.27,1.12,-21.91,4.76,-80.02,-96.43,172.73,46.56,4.2,20,10.53,8.57,4064136,4.24,1.15,-37.54,-11.84,-83.56,-97.02,127.27,42.04,3.5,-10.26,-15.66,6.41,2987930,4.24,1.17,-31.99,-1.27,-81.92,-96.68,153.25,44.02,3.9,18.54,14.04,3.95,3509035
APCX,0.08,0.15,-2.49,-10.19,-36.71,-77.39,67.77,46.49,0.52,-18.75,-23.51,6.23,876280,0.07,0.15,21.14,9.66,-22.61,-72.17,106.48,54.27,0.64,-11.72,-7.25,-4.83,813165,0.08,0.15,39.34,23.85,-12.84,-68.47,133.9,60.99,0.73,-14.79,-12.64,-2.47,1696262
BKYI,-0.18,0.26,50.05,63.67,21.56,-50.15,229.67,62.69,1.71,-28.15,-24.67,-4.62,1120098,0.07,0.21,114.39,132.32,69.04,-42.23,358.84,87.96,2.38,68.79,46.01,15.6,5363981,0.14,0.12,36.08,42.37,0.31,-65.78,171.83,73.72,1.41,29.36,10.16,17.43,4110448
BURU,-0.44,0.13,50.37,41.52,-74.9,-95.73,315.88,59.74,0.67,-16.43,-17.85,1.73,3735707,-0.27,0.13,84,69.45,-70.26,-94.9,397.62,68.5,0.8,39.44,27.8,9.11,16859886,-0.21,0.1,37.16,22.11,-78.86,-96.34,256.87,58.86,0.57,28.89,26.95,1.53,9862262
FFIE,4.76,0.42,76.92,55.79,-71.86,-98.44,144.61,64.68,2.43,-22.61,-41.59,32.48,158361960,5.2,0.28,139.97,101.8,-63.66,-97.99,216.09,82.99,3.14,78.41,36.52,30.68,153056972,5.31,0.18,45.88,14.45,-79.65,-98.87,77.17,65.22,1.76,33.33,24.82,6.82,29139491
STI,-0.14,0.13,50.44,61.51,-32.24,-93.51,158.04,66.45,0.7,-13.99,-22.55,11.05,13178871,0.07,0.11,80.3,90.72,-21.62,-92.96,200,78.97,0.81,15.52,-12.67,32.27,42350287,0.3,0.09,63.39,68.69,-32.31,-93.9,159.7,74.72,0.7,68.76,28.19,31.65,72960487
VRPX,0.89,0.07,6.74,-27.47,-70.42,-93.07,32.83,46.06,0.38,-16.27,2.12,-18.01,1726831,0.91,0.07,26.23,-14.36,-65.18,-91.72,58.64,55.16,0.45,10.66,2.65,7.8,5501045,0.92,0.07,13.95,-23.1,-68.94,-92.52,43.36,49.69,0.41,20.59,23.87,-2.65,3151569
KORE,2.09,0.43,100.62,77.54,22.2,-50.07,192.73,84.53,3.22,18.38,11.42,6.25,1433036,2.22,0.38,78.77,51.85,3.1,-57.83,147.27,79.99,2.72,11.48,-22.29,43.44,6979921,2.32,0.22,66.5,37.23,-7.65,-62.17,121.82,76.38,2.44,28.42,22.61,4.74,426801
CTM,-2.94,0.33,144.37,350.43,606.96,-37.46,1355.59,68.07,1.77,-11.5,-11.5,0,8433373,-3.3,0.33,208.94,454.18,723.32,-29.33,1544.74,73.88,2,-22.48,-7.83,-15.89,17190211,-1.76,0.28,360.61,695.69,1001.39,50.88,2021.71,92.35,2.58,81.69,17.81,54.23,58836601
EYEN,1.32,0.03,25.8,-50.42,-80.87,-95.33,55.84,45.53,0.12,-17.81,-17.24,-0.68,57095282,1.4,0.03,55.34,-41.77,-76.98,-94.32,89.61,52.84,0.15,28.86,-34.53,96.82,407956657,1.44,0.02,24.12,-56.3,-82.34,-95.59,47.14,41.96,0.11,20.28,20.53,-0.21,57217114
GCTK,-0.28,0.07,16.45,-55.24,-82.77,-93.58,57.9,41.63,0.32,-14.83,-18.31,4.26,2410671,-0.22,0.07,38.61,-50.05,-79.84,-92.46,85.39,46.61,0.37,19.47,16.2,2.82,3719334,-0.17,0.07,18.92,-60.12,-83.18,-93.69,55.17,39.18,0.31,19.16,20.08,-0.76,2715173
KULR,1.3,0.58,31.32,150.05,433.7,-44.63,2940,59.06,3.04,-14.37,-21.24,8.73,49298089,1.25,0.55,59.01,205.81,539.45,-35.34,3450,66.5,3.55,-14.25,-11.69,-2.9,48363074,1.36,0.52,94.78,277.77,669.26,-24.59,4040,76.91,4.14,-11.16,-8,-3.43,37299731
NEHC,0.16,1.21,-3.61,-44.63,-52.4,-60.21,121.27,42.18,4.89,-18.5,-24.65,8.17,1242827,0.17,1.09,11.4,-33.02,-41.76,-51.18,171.49,48.79,6,22.45,8.5,12.86,1874482,0.12,0.94,-13.4,-45.92,-52.54,-60.13,121.72,40.15,4.9,28.61,23.74,3.94,536065
NXU,-2.49,0.26,148.33,145.83,137.26,-58.22,349.98,65.28,0.94,-11.32,-2.08,-9.43,6869606,-3.8,0.26,207.83,187.11,168.09,-52.68,407.42,70.05,1.06,-29.33,-44.5,27.33,72579490,0.81,0.16,391.69,324.52,280.79,-52.08,618.05,93.21,1.5,516.27,66.67,269.76,566045397
RGF,0.24,0.05,24.84,13.47,-22.97,-80.77,57.78,58.55,0.31,-18.07,-21.43,4.28,1594069,0.34,0.04,54.45,38.06,-6.13,-76.54,92.57,77.2,0.38,19.54,27.15,-5.98,1953933,0.43,0.03,32.79,15.57,-21.53,-80.37,61.09,68.87,0.32,24.62,35.52,-8.04,1409628
RLMD,0.51,0.14,7.45,-78.57,-85.71,-93.77,31.76,25.7,0.45,-13.44,-13.24,-0.23,1837113,0.5,0.15,-2.78,-75.97,-83.62,-92.8,52.22,27.2,0.52,13.29,8.31,4.6,2449848,0.45,0.15,-31.84,-79.38,-85.65,-93.64,34.37,23.59,0.46,19.84,17.69,1.83,3305648
RR,-9.82,0.5,57.81,143.54,112.47,-80.39,697.49,63.44,2.41,-10.74,-14.84,4.81,17775582,-13.31,0.49,87.46,182.49,139.17,-78.03,793.45,69.47,2.7,-22.64,-12.05,-12.03,24814959,-7.99,0.45,160.58,280.88,211.06,-71.6,1054.86,91.47,3.49,20.34,23.32,-2.41,35206117
VINC,1.19,0.05,10.1,-14.93,-75.08,-97.49,34.15,48.89,0.24,-10.46,1.64,-11.91,7075586,1.13,0.05,22.26,-5.96,-72.84,-97.2,49.83,53.5,0.26,-19.14,-19.14,0,16047480,1.23,0.05,50.28,15.33,-67.31,-96.53,85.29,66.74,0.32,67.53,4.54,60.26,334506576
XPON,-0.05,0.48,-5.01,-27.57,-97.58,-99.63,13.64,42.38,2,-16.32,-45.5,53.56,28841304,-0.12,0.33,13.27,-14.46,-97.16,-99.56,35.8,49.76,2.39,-14.64,-17.59,3.57,488077,0,0.31,32.89,-0.08,-96.73,-99.51,59.09,59.96,2.8,27.85,32.7,-3.65,1754306
AEI,1.29,0.28,28.78,11.32,28.17,-32.68,201.57,59.66,1.38,35.29,-33.65,103.92,46745480,1.22,0.18,-4.01,-18.26,-5,-50.24,122.9,47.2,1.02,-19,-6.42,-13.44,1171177,1.3,0.17,17.62,0.11,17.44,-38.58,175.17,58.31,1.26,49.89,46.62,2.23,1212577
LNZA,1.35,0.26,31.66,16.66,-17.28,-68.13,90.48,57.07,1.6,16.79,5.26,10.95,2060110,1.3,0.26,15.15,-0.44,-29.39,-72.71,63.1,51.7,1.37,-14.38,-14.91,0.62,2204925,1.3,0.25,35.51,15.42,-17.84,-71.66,90.48,58.49,1.6,-13.98,-17.1,3.76,3720659
MVST,2.15,0.37,48.67,159.22,356.49,-15.73,1490.76,66.48,2.41,16.43,7.11,8.7,16295759,2.02,0.36,31.76,133.7,299.15,-27.62,1266.34,61.91,2.07,-24.73,-19.77,-6.18,23007819,2.24,0.33,80.86,224.08,438.15,-2.48,1715.18,82.85,2.75,12.24,11.79,0.41,22818876
PET,0.84,0.04,25.64,-24.13,-75.68,-88.46,101.56,53.14,0.28,19.6,9.62,9.11,878703,0.8,0.04,6.46,-38.32,-79.82,-90.35,68.53,44.18,0.24,-11.08,-5.44,-5.97,1322517,0.88,0.04,20.66,-32.67,-77.47,-89.15,89.53,49.81,0.27,19.01,14.53,3.91,4319929
INKT,0.03,0.1,41.33,29.3,6.02,-53.32,91.49,65.52,0.89,-12.18,-14.71,2.97,332757,0.09,0.09,63.36,47.95,20.74,-46.84,118.05,77.93,1.01,44.93,44.29,0.44,1829453,0.12,0.06,15.43,3.05,-16.62,-63.32,50.45,60.03,0.7,10.62,2.49,7.94,254435
NRXP,1.05,0.37,72.08,93.47,11.93,-63.32,144.55,75.33,2.69,-10.03,-14.06,4.68,5008620,1.08,0.31,100.7,119.76,23.87,-59.23,171.82,86.96,2.99,35.91,36.53,-0.45,10410933,1.2,0.23,56.78,65.96,-9.27,-70,100,79.05,2.2,43.79,41.94,1.31,12598519
VRME,0.51,0.27,72.4,46.07,3.88,-45.56,133.4,64.62,1.35,-22.86,-23.3,0.57,3627020,0.47,0.25,134.69,89.38,34.7,-29.43,202.56,84.6,1.75,28.68,-12.5,47.06,32097493,0.63,0.2,97.67,48.52,4.88,-44.49,135.13,78.61,1.36,72.17,-22.29,121.55,93927277
ATOM,1.4,1.37,72.53,138.02,253.12,13.75,616.45,78.31,16.55,27.9,22.59,4.33,2164388,1.38,1.17,42.49,93.39,179.26,-11.07,460.17,70.31,12.94,11.55,10.69,0.78,827683,1.36,1.13,32.65,78.4,152.26,-20.27,402.16,66,11.6,-10.15,-9.45,-0.77,1181848
CLRO,0.73,0.11,101.49,125.22,83.44,-22.94,187.91,90.82,1.31,31.39,24.76,5.32,4774730,0.74,0.09,63.18,75.73,39.73,-41.35,119.12,85.49,1,27.43,29.48,-1.58,2325433,0.82,0.07,33.49,39.86,9.46,-53.98,71.96,76.98,0.78,24.39,24.39,0,7271224
CMBM,1.03,0.12,4.77,-18.14,-61.44,-85.75,35.62,47.9,0.87,10.71,7.16,3.32,243764,1.06,0.13,-7.17,-26.66,-65.44,-87.31,22.5,42.57,0.78,21.59,18.52,2.59,1399487,1.03,0.11,-25.49,-40.43,-71.79,-89.57,-1.86,31.82,0.64,-19.37,-19.4,0.04,1431501
SGMO,1.28,0.34,-38.53,-38.26,26.6,-59.11,327.63,36.95,1.3,15.04,15.04,0,13216370,1.3,0.35,-47.36,-46.29,10.33,-64.45,271.71,33.21,1.13,10.78,10.78,0,13595299,1.17,0.37,-53.59,-51.41,-0.28,-67.91,235.53,30.73,1.02,-56.41,-4.67,-54.27,44345564
VEEE,1.06,0.08,21.51,11.66,-16.16,-68.07,59.03,57.33,0.49,16.82,20.45,-3.01,7004313,1.04,0.07,4.96,-3.87,-28.64,-72.67,36.13,51.07,0.42,-23.27,-20.36,-3.65,822218,1.2,0.06,37.43,25.03,-7.57,-64.38,77.42,67.71,0.55,53.59,48.65,3.32,5580280
BNGO,2.21,0.04,17.76,9.97,-51.92,-85.28,44.18,56.17,0.28,-11.68,-13.33,1.89,31369738,2.22,0.04,34.59,24.37,-45.92,-83.96,63.25,65.25,0.32,24.05,2.16,21.43,85226148,2.22,0.04,10.32,0.33,-56.67,-88.18,31.6,53.73,0.26,-11.48,-14.87,3.99,12837433
CTCX,0.31,0.13,61.56,64.32,-58.25,-87.7,146,61.03,0.49,-20.23,-13.04,-8.27,2199194,0.11,0.13,108.22,107.64,-48.1,-84.58,208.38,73.16,0.62,-10.85,4.75,-14.9,10138569,0.29,0.12,144.58,135.52,-42.23,-82.7,245.91,82.3,0.69,147.98,-26.78,238.66,313350153
KLTO,-0.2,0.1,11.19,23.48,-82.25,-95.9,106.58,55.13,0.54,-10.48,-10.11,-0.42,674887,-0.3,0.1,25.29,37.73,-80.49,-95.42,130.77,61.81,0.6,-14.22,-7.69,-7.08,13362073,-0.2,0.09,47.78,59.83,-77.58,-94.66,169.04,75.21,0.7,44.23,42.76,1.03,11439071
ARKR,0.94,1.15,28.88,41.85,25.79,-0.25,66.26,71.66,16.21,10.03,7.21,2.63,26475,0.93,1.1,18.99,29.94,14.42,-9.34,51.11,66.81,14.73,15.46,17.86,-2.04,24989,0.94,0.98,4.05,13.15,-0.88,-21.48,30.87,57.88,12.76,16,16,0,7863
CUTR,1.3,0.08,65.15,46.16,-47.49,-87.53,120.81,76.48,0.62,28.06,12.69,13.64,19497921,1.29,0.05,32.94,13.94,-59.25,-90.26,72.43,66.05,0.48,24.1,18.05,5.13,2262911,1.32,0.04,7.92,-9.11,-67.37,-92.15,38.94,52.5,0.39,10.51,8.39,1.96,368692
LFWD,2.08,0.31,65.43,51.68,-14.46,-66.59,115.6,75.37,3.04,14.29,-11.63,29.32,4094367,2.05,0.23,49.47,33.57,-25.34,-70.77,88.65,70.34,2.66,19.39,17.7,1.44,334223,2.09,0.21,27.96,12.15,-37.62,-75.52,58.01,62.2,2.23,28.79,28.05,0.58,214554
NEUP,0.26,1.02,4.61,7.53,-49.23,-78.83,79.38,51.16,3.81,12.06,15.45,-2.94,87865,0.27,1.05,-6.14,-3.89,-54.96,-81.11,60.08,48.2,3.4,16.04,11.48,4.1,94383,0.26,1.09,-19.06,-17.29,-61.42,-83.72,37.95,44.63,2.93,-14.58,-19.73,6.41,110271
NMRA,3.21,1.23,-73.68,-76.16,-77.96,-88.19,35.52,19.4,2.48,14.29,10.22,3.69,12602867,3.68,1.29,-77.81,-79.57,-80.81,-89.67,18.58,17.19,2.17,10.15,-3.56,14.21,22640711,2.74,1.35,-80.61,-81.85,-82.67,-90.62,-76.35,15.81,1.97,-81.42,4.23,-82.17,44417323
NUKK,-6.51,8.42,17.99,160.32,369.14,-64.06,2065.38,55.34,28.15,25.11,14.8,8.98,1244587,-6.45,8.26,-0.11,118.56,281.77,-71.27,1630.77,50.66,22.5,-21.38,-22.25,1.12,714754,-6.52,8.37,33.22,189.29,392.26,-63.46,2101.54,56.63,28.62,-21.95,-22.77,1.06,638322
POAI,1.18,0.25,117.04,136.74,67.25,-49.73,243.64,84.29,1.89,57.5,10.53,42.5,54485630,1.17,0.13,47.4,55,5.87,-68.09,118.18,71.78,1.2,30.43,26.32,3.26,3877412,1.18,0.09,16.28,20.54,-19.34,-75.53,67.27,59.66,0.92,12.2,9.96,2.04,122371
RIME,0.3,0.03,57.28,-27.95,-78.89,-92.65,99.72,53.19,0.14,29.87,32.24,-1.79,96404964,0.29,0.03,24.76,-46.05,-83.86,-94.34,53.79,42.86,0.11,14.95,21.99,-5.77,84984892,0.31,0.03,5.04,-54.45,-86.07,-95.08,33.79,37.25,0.1,10.23,7.78,2.27,22417343
UBX,0.79,0.13,60.87,50.08,25.83,-11.88,89.42,80.91,1.78,39.06,31.85,5.47,1571390,0.78,0.08,18.85,8.68,-9.44,-36.63,36.21,64.78,1.28,12.28,9.4,2.63,388555,0.8,0.07,6.64,-3.41,-19.41,-43.56,21.32,54.87,1.14,16.76,12.87,3.44,292301
ALUR,-0.62,1.87,-13.86,-33.62,-70.38,-92.08,20.31,39.61,7.82,-11.84,-14.07,2.59,18804,-0.62,1.9,-3.11,-25.99,-66.67,-91.02,36.46,44,8.87,11.57,6.61,4.65,72966,-0.62,1.93,-13.26,-34.64,-70.37,-91.95,22.31,38.44,7.95,-23.78,-25.21,1.92,191538
BLIN,1.87,0.28,31.81,55.25,77.12,-26.91,168,63.44,2.01,-14.47,-14.47,0,1163017,1.86,0.23,57.51,84.1,107.94,20.51,213.33,76.42,2.35,31.28,25,5.03,1994423,1.86,0.17,25,43.03,59.31,-8.21,138.67,65.68,1.79,11.87,9.82,1.87,164582
BOXL,1.45,0.19,130.51,141.15,108.13,-46.48,276.11,66.54,1.14,-32.14,-10.94,-23.81,6426229,1.36,0.16,267.1,265.59,207.8,54.13,454.27,92.13,1.68,265.22,251.91,3.78,239280446,1.35,0.05,16.59,5.64,-15,-57.8,51.77,59.29,0.46,15,12.25,2.45,185111
CONL,6.34,6.78,-16.75,-19.83,-11.72,-55.02,136.32,43.22,39.3,-16.31,-15.3,-1.19,7515198,6.33,6.6,-3.74,-3.93,5.06,-46.25,182.38,49.8,46.96,12.59,5.62,6.59,6747627,6.32,6.58,-15.81,-14.06,-6.95,-52.26,150.81,44.42,41.71,10.29,8.08,2.04,3946512
HCTI,0.12,0.23,31.56,21.26,45.65,-70.99,324.14,57.31,1.23,-27.65,-15.75,-14.12,264607,0.06,0.21,82.32,69.9,100.46,-59.91,486.21,75.89,1.7,41.67,42.86,-0.83,1450904,0.06,0.18,36.05,22.82,41.27,-71.7,313.79,64.54,1.2,34.83,26.72,6.4,10127947
KITT,0.03,0.6,145.56,201.03,13.81,-82.43,409.26,73.88,4.18,-13.99,-3.91,-10.49,8113565,-0.11,0.57,213.81,264.98,31.56,-79.57,492.11,85.11,4.86,27.89,-19.13,58.16,49918633,-0.16,0.44,179.57,201.16,2.36,-84.02,362.96,80.91,3.8,138.99,134.57,1.89,100823753
ONCO,3.2,0.24,20.01,-51.46,-86.95,-97.18,91.47,42.16,0.6,-13.86,4.84,-17.84,3000122,3.19,0.24,38.94,-46.58,-84.94,-96.72,122.28,46.03,0.7,-13.39,-6.49,-7.37,3385737,3.16,0.24,61.56,-42.16,-82.73,-96.22,156.64,50.88,0.81,24.36,-7.77,34.83,29775648
RVYL,4.33,0.19,7.86,3.62,-2.99,-68.04,74.55,53.16,1.55,-10.4,-13.89,4.05,232992,4.32,0.18,20.77,15.01,7.51,-64.33,94.82,60.29,1.73,16.89,11.61,4.73,173656,4.32,0.17,4.04,-1.88,-8.58,-69.48,66.67,51.98,1.48,12.12,12.12,0,149371
SBEV,1.1,0.03,17.35,7.51,-26.37,-72.19,44.9,53.64,0.2,-24.81,-0.44,-24.48,5153461,1.08,0.03,56.89,42.67,-2.57,-63.01,92.72,75.42,0.27,12.59,-3.57,16.76,60177229,1.08,0.03,42.74,27.16,-13.84,-67.15,71.16,70.39,0.24,35.48,26.28,7.29,15656659
SGMT,2.57,0.65,9.78,6.56,29.78,-73.1,133.05,54.05,5.57,-17.85,-14.57,-3.83,3294662,2.53,0.61,34.24,29.75,58.14,-67.26,183.68,68.27,6.78,36.42,31.65,3.62,7332550,2.52,0.47,0.52,-4.48,16.22,-76,107.95,50,4.97,10.69,10.44,0.22,467124
SYPR,1.07,0.38,28.02,53.9,54.6,-32.26,98.35,61.29,2.52,-17.38,-16.83,-0.66,259316,1.05,0.36,58.81,88.54,87.57,-4.69,140.06,76.08,3.05,15.09,16.41,-1.13,1333807,1.06,0.3,43.51,66.97,63.63,-9.53,108.58,71.22,2.65,58.68,56.8,1.2,3297569
TGL,-0.62,0.08,8.46,-28.07,-88.42,-98.16,54.67,47.11,0.23,-12.29,2.75,-14.63,9247004,-0.74,0.08,23.64,-20.3,-86.94,-97.9,76.33,50.22,0.26,-32.18,-17.34,-17.95,24519971,-0.69,0.08,84.05,14.67,-81.01,-96.9,160,65.81,0.39,105.8,-47.3,290.5,335229275
WATT,2.37,0.33,54.27,70.32,-1.81,-65.59,237.6,53.6,0.95,-23.07,-9.88,-14.63,7850021,2.37,0.33,109.51,124.17,27.05,-55.27,338.82,57.9,1.23,56.67,50,4.45,43659525,2.37,0.3,43.5,46.45,-19.09,-71.45,180.09,52.33,0.79,-19.24,-14.1,-5.98,7494635
AIMD,1.39,0.08,15.75,20.59,-19.06,-81.51,43.27,55.35,0.57,-12.64,-10.45,-2.44,292901,1.43,0.07,34.4,38.11,-7.83,-78.84,64,63.29,0.66,-19.9,-3.53,-16.97,643210,1.41,0.06,71.78,73.28,14.58,-80.91,104.75,85.75,0.82,54.76,41.21,9.6,6315633
